date,scientific_name,address,city,state,quality_grade
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecula,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Eighth Rd N,Arlington,VA,research
2021-04-17,Magicicada septendecim,Eighth Rd N,Arlington,VA,research
2021-04-17,Magicicada septendecim,Eighth Rd N,Arlington,VA,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Powhatan Springs Park,Arlington,VA,research
2021-04-17,Magicicada septendecim,Powhatan Springs Park,Arlington,VA,research
2021-04-17,Magicicada septendecim,Powhatan Springs Park,Arlington,VA,research
2021-04-17,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Upton Hill Regional Park,Arlington,VA,research
2021-04-17,Magicicada septendecim,Upton Hill Regional Park,Arlington,VA,research
2021-04-17,Magicicada septendecim,Upton Hill Regional Park,Arlington,VA,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada septendecim,Porters Hill Ln,Lorton,VA,research
2021-04-17,Magicicada septendecim,Wesley Heights,Washington,DC,research
2021-04-17,Magicicada septendecim,Veirs Mill Rd,Silver Spring,MD,research
2021-04-17,Magicicada septendecim,S Jennings St,North Vernon,IN,research
2021-04-17,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-17,Magicicada septendecula,Glen Echo Park,Glen Echo,MD,research
2021-04-17,Magicicada septendecim,Dry Barley Ln,Columbia,MD,research
2021-04-17,Magicicada,Dry Barley Ln,Columbia,MD,research
2021-04-17,Magicicada,Dry Barley Ln,Columbia,MD,research
2021-04-17,Magicicada septendecim,Dry Barley Ln,Columbia,MD,research
2021-04-17,Magicicada,Dry Barley Ln,Columbia,MD,research
2021-04-17,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecula,Old Gate Rd,North Bethesda,MD,research
2021-04-17,Magicicada septendecim,Fair Oaks Dr,Amberley,OH,research
2021-04-17,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecim,Cobble Creek Curve,Newark,DE,research
2021-04-17,Magicicada cassinii,New Hampshire Ave NW,Washington,DC,research
2021-04-17,Magicicada,New Hampshire Ave NW,Washington,DC,research
2021-04-17,Magicicada septendecim,River Creek Club,Leesburg,VA,research
2021-04-17,Magicicada septendecim,Great Falls Park,Great Falls,VA,research
2021-04-17,Magicicada,Great Falls Park,Great Falls,VA,research
2021-04-17,Magicicada septendecim,Harvest Woods Ct,Fairfax,VA,research
2021-04-17,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecim,Tally Ho Ln,Alexandria,VA,research
2021-04-17,Magicicada cassinii,St Clair Bridge Rd,Street,MD,research
2021-04-17,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-17,Magicicada,Ontario Rd NW,Washington,DC,research
2021-04-17,Magicicada septendecim,Clarenford Station Park,Arlington,VA,research
2021-04-17,Magicicada cassinii,S Acorn Dr,Bloomington,IN,research
2021-04-17,Magicicada septendecula,Cox Rd,Jarrettsville,MD,research
2021-04-17,Magicicada septendecim,Sligo Creek Park,Chevy Chase,MD,research
2021-04-17,Magicicada septendecula,Sligo Creek Park,Chevy Chase,MD,research
2021-04-17,Magicicada cassinii,Big Green Briar Rd,Mc Veytown,PA,research
2021-04-17,Magicicada septendecim,Compton Rd,Wyoming,OH,research
2021-04-17,Magicicada septendecim,Gleneagles Dr,Fort Washington,MD,research
2021-04-17,Magicicada septendecim,Hooes Rd,Lorton,VA,research
2021-04-17,Magicicada septendecim,S Acorn Dr,Bloomington,IN,research
2021-04-17,Magicicada septendecim,Lake Newport Rd,Reston,VA,research
2021-04-17,Magicicada cassinii,Autumn Ridge Cir,Reston,VA,research
2021-04-17,Magicicada septendecim,Autumn Ridge Cir,Reston,VA,research
2021-04-17,Magicicada,Autumn Ridge Cir,Reston,VA,research
2021-04-17,Magicicada,Autumn Ridge Cir,Reston,VA,research
2021-04-17,Magicicada septendecim,Autumn Ridge Cir,Reston,VA,research
2021-04-17,Magicicada septendecim,Hilltop Rd,Oxford,OH,research
2021-04-17,Magicicada,Trails Edge Ln,Reston,VA,research
2021-04-17,Magicicada cassinii,Landborough Dr S,Indianapolis,IN,research
2021-04-17,Magicicada septendecim,Rockwell Ave,Catonsville,MD,research
2021-04-17,Magicicada septendecim,E Kinser Dr,Bloomington,IN,research
2021-04-17,Magicicada septendecim,Tilden Woods Stream Valley Park,North Bethesda,MD,research
2021-04-17,Magicicada cassinii,Third St NW,Washington,DC,research
2021-04-17,Magicicada septendecula,S Jennings St,North Vernon,IN,research
2021-04-17,Magicicada,S Jennings St,North Vernon,IN,research
2021-04-17,Magicicada septendecim,Turnberry Way,Bel Air,MD,research
2021-04-17,Magicicada cassinii,New Hampshire Ave & Colesville Manor Dr,Colesville,MD,research
2021-04-17,Magicicada septendecula,Covered Bridge Ln,Newark,DE,research
2021-04-17,Magicicada,Cleveland Rd,Princeton,NJ,research
2021-04-17,Magicicada septendecim,Handley Blvd,Winchester,VA,research
2021-04-17,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-17,Magicicada septendecim,S Birchwood Ave,Louisville,KY,research
2021-04-17,Magicicada cassinii,S Birchwood Ave,Louisville,KY,research
2021-04-17,Magicicada septendecim,Baroness Ct,Laurel,MD,research
2021-04-17,Magicicada cassinii,Gainsborough Rd,Potomac,MD,research
2021-04-17,Magicicada cassinii,Baroness Ct,Laurel,MD,research
2021-04-17,Magicicada septendecim,Gleneagles Dr,Fort Washington,MD,research
2021-04-17,Magicicada,New Hampshire Ave & Colesville Manor Dr,Colesville,MD,research
2021-04-17,Magicicada septendecim,Massachusetts Ave NW,Washington,DC,research
2021-04-17,Magicicada septendecim,Skyview Dr,Annapolis,MD,research
2021-04-17,Magicicada septendecim,New Hampshire Ave & Colesville Manor Dr,Colesville,MD,research
2021-04-18,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-18,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-18,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,needs_id
2021-04-18,Magicicada septendecim,Parkhurst Park,Arlington,VA,research
2021-04-18,Magicicada septendecim,Parkhurst Park,Arlington,VA,research
2021-04-18,Magicicada cassinii,Lacey Woods Park,Arlington,VA,research
2021-04-18,Magicicada,Southworth Branch Rd,West Lafayette,IN,research
2021-04-18,Magicicada cassinii,N  W,West Lafayette,IN,research
2021-04-18,Magicicada septendecim,Spring Valley,Washington,DC,research
2021-04-18,Magicicada,White Clay Creek State Preserve,Landenberg,PA,research
2021-04-18,Magicicada cassinii,Prospect Ave,Princeton,NJ,research
2021-04-18,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-18,Magicicada cassinii,Ridge Valley Rd,Sellersville,PA,research
2021-04-18,Magicicada septendecim,Old Valley Rd,Exton,PA,research
2021-04-18,Magicicada septendecim,Fairland Recreational Park,Burtonsville,MD,research
2021-04-18,Magicicada,Westmoreland Dr,Sterling,VA,research
2021-04-18,Magicicada septendecim,Mercer County Park,Trenton,NJ,research
2021-04-18,Magicicada septendecim,Smithsonian’s National Zoo and Conservation Biology Institute,Washington,DC,research
2021-04-18,Magicicada,Capitol Hill,Washington,DC,research
2021-04-18,Magicicada cassinii,Yellowwood Lake Rd,Nashville,IN,needs_id
2021-04-18,Magicicada septendecim,N Monroe St,Arlington,VA,research
2021-04-18,Magicicada septendecim,Reno Rd NW,Washington,DC,research
2021-04-18,Magicicada septendecim,Nebraska Ave NW,Washington,DC,research
2021-04-18,Magicicada septendecim,E Linden Hill Dr,Bloomington,IN,research
2021-04-18,Magicicada,Hidden Point Rd,Annapolis,MD,research
2021-04-18,Magicicada,Ballard St,Silver Spring,MD,research
2021-04-18,Magicicada septendecim,Takoma,Washington,DC,research
2021-04-18,Magicicada septendecula,Sligo Creek Park,Silver Spring,MD,research
2021-04-18,Magicicada,Takoma,Washington,DC,research
2021-04-18,Magicicada septendecim,Manor Park,Washington,DC,research
2021-04-18,Magicicada cassinii,Lamond Riggs,Washington,DC,research
2021-04-18,Magicicada,Lamond Riggs,Washington,DC,research
2021-04-18,Magicicada septendecim,Isaac Crossman Park at Four Mile Run,Falls Church,VA,research
2021-04-18,Magicicada,Pentagon Row,Arlington,VA,research
2021-04-18,Magicicada septendecim,Pentagon Row,Arlington,VA,research
2021-04-18,Magicicada septendecim,Tenth Rd N,Arlington,VA,needs_id
2021-04-18,Magicicada cassinii,N Arlington Mill Dr,Arlington,VA,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,needs_id
2021-04-18,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,needs_id
2021-04-18,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecim,Tenth Rd N,Arlington,VA,research
2021-04-18,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-18,Magicicada cassinii,Tenth Rd N,Arlington,VA,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Briarwood Rd,Baltimore,MD,research
2021-04-18,Magicicada septendecim,Bexhill Pl,Kensington,MD,research
2021-04-18,Magicicada septendecim,Oxon Run Park,Washington,DC,research
2021-04-18,Magicicada septendecula,Amwell Rd,Somerset,NJ,research
2021-04-18,Magicicada septendecim,Meadowbrook Neighborhood Park,Bowie,MD,research
2021-04-18,Magicicada septendecim,Meadowbrook Neighborhood Park,Bowie,MD,research
2021-04-18,Magicicada septendecim,Meadowbrook Neighborhood Park,Bowie,MD,research
2021-04-18,Magicicada septendecim,Glencarlyn Park,Arlington,VA,research
2021-04-18,Magicicada septendecim,Joann Dr,Windsor Mill,MD,needs_id
2021-04-18,Magicicada septendecim,Glencarlyn Park,Arlington,VA,research
2021-04-18,Magicicada septendecula,Wakefield Dr,Alexandria,VA,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Oxon Run Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Oxon Run Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-18,Magicicada septendecim,Benjamin Banneker,Catonsville,MD,research
2021-04-18,Magicicada septendecim,Hilton Ave,Catonsville,MD,research
2021-04-18,Magicicada,Westchester Ave,Ellicott City,MD,research
2021-04-18,Magicicada septendecim,Hilton Ave,Catonsville,MD,research
2021-04-18,Magicicada septendecim,Lower Flat Creek Rd,Alexander,NC,research
2021-04-18,Magicicada septendecim,Old Frederick Rd,Ellicott City,MD,research
2021-04-18,Magicicada septendecim,Long Reach,Columbia,MD,research
2021-04-18,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-18,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-18,Magicicada septendecim,Long Reach,Columbia,MD,research
2021-04-18,Magicicada septendecim,Long Reach,Columbia,MD,research
2021-04-18,Magicicada septendecula,Long Reach,Columbia,MD,research
2021-04-18,Magicicada septendecula,Long Reach,Columbia,MD,research
2021-04-18,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-18,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecula,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-18,Magicicada septendecim,Old Frederick Rd,Woodstock,MD,research
2021-04-18,Magicicada septendecim,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada septendecim,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada septendecim,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada septendecim,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada septendecim,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada septendecim,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada cassinii,Whiteholm Dr,Upper Marlboro,MD,research
2021-04-18,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-18,Magicicada septendecula,Rockburn Branch Park,Elkridge,MD,research
2021-04-18,Magicicada cassinii,Shadycreek Way,Parkville,MD,research
2021-04-18,Magicicada cassinii,Town Center,Columbia,MD,research
2021-04-18,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-18,Magicicada septendecim,Harvest Woods Ct,Fairfax,VA,research
2021-04-18,Magicicada septendecim,Princeton University,Princeton,NJ,research
2021-04-18,Magicicada septendecula,Princeton Theological Smry,Princeton,NJ,research
2021-04-18,Magicicada septendecim,Wilson Rd,Princeton,NJ,research
2021-04-18,Magicicada septendecim,Wirham Pl,Cincinnati,OH,research
2021-04-18,Magicicada septendecim,S Tailwater Dr,Bloomington,IN,research
2021-04-18,Magicicada septendecim,Colin Ln NW,Vienna,VA,research
2021-04-18,Magicicada septendecula,Franklin St,Bethesda,MD,research
2021-04-18,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-18,Magicicada septendecula,Fort Ward Park,Alexandria,VA,research
2021-04-18,Magicicada,Tuscarawas Rd,Bethesda,MD,research
2021-04-18,Magicicada septendecim,Garfield Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Springway Rd,Towson,MD,research
2021-04-18,Magicicada septendecim,Nineveh,Trafalgar,IN,research
2021-04-18,Magicicada septendecim,Adams Mill Rd NW,Washington,DC,research
2021-04-18,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-18,Magicicada septendecim,Waterford Rd,Louisville,KY,research
2021-04-18,Magicicada septendecim,Buck Lodge Park,Adelphi,MD,research
2021-04-18,Magicicada septendecim,Seneca Park,Louisville,KY,research
